Breed,Weight_kg
Boxer,21.6
Great Pyrenees,41.2
Doberman Pinscher,41.3
Rottweiler,54.4
Dogue de Bordeaux,47.1
Italian Greyhound,4.7
Brussels Griffon,4.1
Border Terrier,6.5
Chow Chow,23.3
Golden Retriever,30.2
Standard Schnauzer,16.3
Lhasa Apso,7.2
Lagotto Romagnolo,14.3
German Shorthaired Pointer,25.4
German Shorthaired Pointer,28.0
German Shorthaired Pointer,23.2
German Shepherd Dog,26.2
Giant Schnauzer,29.7
Boxer,16.0
Boykin Spaniel,14.2
Bloodhound,45.6
Coton de Tulear,5.7
Bernese Mountain Dog,38.8
Pomeranian,2.0
Pembroke Welsh Corgi,13.0
Poodle (Miniature),5.5
Brittany,15.2
Tibetan Terrier,10.2
Bouvier des Flandres,44.3
Collie,32.0
Border Collie,22.6
Weimaraner,31.4
Basset Hound,24.6
Golden Retriever,28.1
Anatolian Shepherd Dog,47.4
Lagotto Romagnolo,13.9
Beagle,10.7
German Shepherd Dog,32.3
Siberian Husky,18.0
Miniature Schnauzer,7.5
Brittany,15.0
Poodle (Standard),27.0
Boxer,21.8
Labrador Retriever,31.9
Soft Coated Wheaten Terrier,16.1
Bouvier des Flandres,37.8
Golden Retriever,28.3
Boxer,13.1
Italian Greyhound,5.8
Shetland Sheepdog,9.3
Labrador Retriever,28.0
Yorkshire Terrier,3.2
German Wirehaired Pointer,26.7
Labrador Retriever,31.4
Miniature Schnauzer,9.0
English Cocker Spaniel,14.0
Boxer,14.7
Staffordshire Bull Terrier,13.7
Boxer,13.3
Poodle (Standard),25.2
Miniature American Shepherd,12.8
Cardigan Welsh Corgi,14.5
Alaskan Malamute,36.9
Poodle (Miniature),5.7
Labrador Retriever,32.4
Chow Chow,21.2
Russell Terrier,4.6
Saint Bernard,68.3
German Wirehaired Pointer,27.9
Australian Shepherd,23.9
Bloodhound,45.6
Bouvier des Flandres,35.5
Australian Shepherd,22.8
Chinese Crested,4.6
Cocker Spaniel,10.6
Basenji,10.4
Poodle (Miniature),6.0
Poodle (Toy),2.4
Vizsla,23.6
Irish Setter,28.4
Poodle (Miniature),5.8
English Springer Spaniel,20.8
Portuguese Water Dog,21.9
Chow Chow,25.8
Poodle (Standard),24.9
Poodle (Standard),25.1
English Springer Spaniel,19.2
Rottweiler,47.1
Poodle (Miniature),5.3
Rottweiler,52.6
Australian Shepherd,26.1
Cavalier King Charles Spaniel,7.0
Golden Retriever,24.9
Bouvier des Flandres,39.5
Pembroke Welsh Corgi,13.4
Giant Schnauzer,33.8
Boston Terrier,8.7
West Highland White Terrier,7.6
Irish Setter,31.1
Pomeranian,2.4
Australian Cattle Dog,18.7
Dachshund,9.8
Labrador Retriever,31.2
Beagle,10.0
Beagle,10.4
Bloodhound,39.7
Bernese Mountain Dog,42.6
Pekingese,6.4
Airedale Terrier,26.7
Flat-Coated Retriever,29.7
Mastiff,73.1
Boston Terrier,7.2
French Bulldog,12.7
Greater Swiss Mountain Dog,49.6
Basset Hound,26.7
German Shorthaired Pointer,23.9
Bloodhound,44.8
Akita,40.5
Golden Retriever,32.0
Poodle (Miniature),5.6
Havanese,4.6
Rhodesian Ridgeback,35.2
Dachshund,9.9
Pomeranian,2.2
Poodle (Miniature),5.5
Brussels Griffon,3.9
Shetland Sheepdog,9.9
Shetland Sheepdog,8.9
Chinese Shar-Pei,25.4
Scottish Terrier,9.7
Brittany,14.9
Saint Bernard,63.2
Shiba Inu,8.7
Portuguese Water Dog,21.2
Poodle (Standard),27.5
Newfoundland,55.3
Irish Setter,29.1
Rottweiler,48.8
Labrador Retriever,30.0
Bulldog,20.2
Alaskan Malamute,35.7
Nova Scotia Duck Tolling Retriever,18.2
Mastiff,77.9
Newfoundland,54.6
Shetland Sheepdog,9.4
Keeshond,18.1
Weimaraner,34.7
Tibetan Terrier,10.5
Leonberger,56.5
Whippet,14.8
Doberman Pinscher,29.8
Boxer,20.0
Boxer,19.7
Vizsla,24.0
Standard Schnauzer,17.6
Poodle (Toy),2.2
German Shepherd Dog,28.8
Pug,7.0
German Shepherd Dog,30.7
French Bulldog,12.7
Basenji,10.4
Chihuahua,2.7
Great Dane,74.8
Flat-Coated Retriever,29.1
Wirehaired Pointing Griffon,20.9
Alaskan Malamute,35.0
Labrador Retriever,28.6
English Springer Spaniel,20.4
Labrador Retriever,27.9
Great Pyrenees,40.5
Dachshund,10.8
Poodle (Toy),2.0
Tibetan Terrier,10.6
Golden Retriever,31.4
Labrador Retriever,28.7
German Shepherd Dog,32.8
Newfoundland,59.7
Siberian Husky,21.9
Cocker Spaniel,12.3
Poodle (Toy),2.2
Cairn Terrier,6.0
Rottweiler,48.9
Bernese Mountain Dog,41.4
Poodle (Standard),30.6
Newfoundland,59.8
Russell Terrier,6.3
Bulldog,19.7
Flat-Coated Retriever,29.5
Lagotto Romagnolo,12.9
French Bulldog,12.7
West Highland White Terrier,8.3
German Shepherd Dog,34.2
Chinese Shar-Pei,22.8
German Shepherd Dog,31.1
Poodle (Standard),28.2
Dogue de Bordeaux,47.6
Bull Terrier,27.4
Samoyed,21.8
Bloodhound,39.9
Coton de Tulear,4.5
German Shepherd Dog,33.9
Norwegian Elkhound,23.8
American Staffordshire Terrier,25.8
Nova Scotia Duck Tolling Retriever,19.0
Poodle (Toy),2.1
Bouvier des Flandres,41.1
Dogue de Bordeaux,47.2
Poodle (Standard),26.3
Scottish Terrier,9.0
Australian Cattle Dog,18.3
German Wirehaired Pointer,29.8
Staffordshire Bull Terrier,14.0
German Shorthaired Pointer,24.6
Boston Terrier,8.6
German Wirehaired Pointer,24.3
Soft Coated Wheaten Terrier,15.2
Maltese,3.2
Havanese,4.0
Pembroke Welsh Corgi,12.9
Yorkshire Terrier,3.2
Siberian Husky,22.8
Whippet,14.8
Poodle (Toy),2.2
Shih Tzu,5.4
Poodle (Standard),25.3
Nova Scotia Duck Tolling Retriever,18.9
Australian Cattle Dog,18.5
Italian Greyhound,5.0
Golden Retriever,29.6
Bernese Mountain Dog,44.5
Akita,50.1
Tibetan Terrier,9.2
Golden Retriever,32.8
Labrador Retriever,29.6
Anatolian Shepherd Dog,52.9
Cardigan Welsh Corgi,15.7
Siberian Husky,19.1
Beagle,9.4
Cocker Spaniel,11.0
German Shorthaired Pointer,25.3
Labrador Retriever,30.6
Poodle (Toy),2.6
Standard Schnauzer,20.1
Cocker Spaniel,11.1
Maltese,3.2
Labrador Retriever,28.1
Golden Retriever,29.5
Boykin Spaniel,14.5
Newfoundland,57.3
Boykin Spaniel,15.7
Siberian Husky,22.2
Rottweiler,49.4
Chinese Shar-Pei,24.0
Labrador Retriever,30.8
German Shorthaired Pointer,26.2
German Wirehaired Pointer,24.3
Vizsla,21.0
Chinese Shar-Pei,23.2
Pug,7.3
English Cocker Spaniel,13.0
Akita,47.4
Keeshond,17.6
Labrador Retriever,32.1
Miniature Schnauzer,7.1
Rottweiler,56.2
Pug,7.2
Bouvier des Flandres,42.0
German Shepherd Dog,32.7
Chinese Crested,4.4
Saint Bernard,71.3
Basset Hound,22.4
Bloodhound,41.3
Coton de Tulear,5.6
Rottweiler,52.5
Irish Wolfhound,50.2
Irish Wolfhound,49.2
Scottish Terrier,8.6
German Shepherd Dog,30.4
Border Collie,16.4
German Shepherd Dog,34.2
Vizsla,20.4
Labrador Retriever,29.8
Bloodhound,43.1
Golden Retriever,28.9
Bullmastiff,51.7
Collie,27.9
Soft Coated Wheaten Terrier,15.4
Labrador Retriever,27.4
German Wirehaired Pointer,27.4
Bulldog,21.5
Anatolian Shepherd Dog,53.2
Whippet,15.7
Miniature Pinscher,4.4
Chinese Crested,4.7
Lagotto Romagnolo,13.5
Cavalier King Charles Spaniel,6.6
Bernese Mountain Dog,36.7
English Cocker Spaniel,12.7
Giant Schnauzer,34.4
Poodle (Miniature),5.1
Poodle (Toy),2.0
French Bulldog,12.7
Poodle (Standard),25.0
Shetland Sheepdog,8.9
Lagotto Romagnolo,12.3
German Shorthaired Pointer,25.2
Rottweiler,51.3
Norwegian Elkhound,23.1
Beagle,10.2
Pomeranian,2.4
Collie,27.3
Great Pyrenees,38.6
German Shorthaired Pointer,27.7
Australian Cattle Dog,20.8
Labrador Retriever,29.5
Bullmastiff,52.9
Shih Tzu,5.6
Beagle,7.9
Poodle (Toy),2.4
English Cocker Spaniel,15.1
Miniature Schnauzer,7.5
Labrador Retriever,31.6
Yorkshire Terrier,3.2
French Bulldog,12.7
Labrador Retriever,28.3
French Bulldog,12.7
Poodle (Standard),23.0
Dogue de Bordeaux,47.5
Labrador Retriever,30.7
Staffordshire Bull Terrier,15.9
Great Dane,63.7
Labrador Retriever,31.3
Doberman Pinscher,35.0
English Springer Spaniel,20.9
Shih Tzu,5.4
Vizsla,24.4
Chesapeake Bay Retriever,31.3
Bulldog,19.8
Norwegian Elkhound,22.4
Flat-Coated Retriever,29.5
Doberman Pinscher,35.0
Bichon Frise,7.3
Tibetan Terrier,11.3
Border Terrier,6.0
Lhasa Apso,6.5
Leonberger,65.5
Samoyed,26.2
Labrador Retriever,30.3
Beagle,10.1
Beagle,8.4
Scottish Terrier,9.4
Labrador Retriever,31.1
Anatolian Shepherd Dog,55.9
Miniature American Shepherd,15.1
Golden Retriever,29.3
Dogue de Bordeaux,46.8
Giant Schnauzer,28.4
Labrador Retriever,32.6
Scottish Terrier,8.6
Pembroke Welsh Corgi,13.3
Mastiff,69.8
Rhodesian Ridgeback,33.8
Portuguese Water Dog,19.4
Soft Coated Wheaten Terrier,16.1
Bernese Mountain Dog,44.0
Bullmastiff,52.2
Border Collie,17.4
Chow Chow,26.4
Labrador Retriever,32.4
Scottish Terrier,8.8
Poodle (Standard),21.2
Chesapeake Bay Retriever,28.8
Maltese,3.2
Border Collie,18.7
Chinese Crested,3.9
Miniature Schnauzer,7.2
Siberian Husky,20.6
Bulldog,20.8
Chesapeake Bay Retriever,33.0
German Shepherd Dog,30.3
Dachshund,11.2
Poodle (Standard),26.5
Collie,27.4
Chow Chow,25.0
German Shorthaired Pointer,24.9
German Shepherd Dog,37.4
West Highland White Terrier,7.6
Miniature Schnauzer,6.5
Mastiff,89.4
Pekingese,6.4
Brittany,15.6
German Shepherd Dog,33.2
Labrador Retriever,32.4
Australian Shepherd,25.4
Vizsla,24.1
Dalmatian,27.2
Border Collie,21.4
Labrador Retriever,29.2
Akita,52.1
Rat Terrier,8.1
Boston Terrier,9.5
Greater Swiss Mountain Dog,46.6
Bulldog,21.9
Pug,7.3
Basenji,10.3
Whippet,14.4
Samoyed,21.1
Golden Retriever,30.0
Bulldog,20.9
German Shorthaired Pointer,27.9
Miniature Pinscher,4.0
Golden Retriever,30.4
Samoyed,22.3
Labrador Retriever,30.2
Collie,26.9
Bichon Frise,7.4
Newfoundland,58.9
English Setter,26.2
Miniature Schnauzer,6.0
Bulldog,19.5
Pug,8.0
Poodle (Miniature),5.7
Yorkshire Terrier,3.2
Pug,7.1
Dachshund,8.9
Dachshund,11.0
Pomeranian,1.9
German Wirehaired Pointer,26.6
Giant Schnauzer,32.9
Vizsla,21.0
Bouvier des Flandres,39.7
Havanese,4.4
Siberian Husky,21.3
Italian Greyhound,4.5
Great Dane,58.8
Samoyed,19.1
Bloodhound,43.8
Dachshund,8.9
Shiba Inu,9.0
German Shepherd Dog,35.5
French Bulldog,12.7
Keeshond,17.6
Australian Shepherd,23.5
Rottweiler,50.9
Rottweiler,50.3
Golden Retriever,27.8
Bernese Mountain Dog,36.5
French Bulldog,12.7
Miniature Schnauzer,7.3
Maltese,3.2
Belgian Malinois,25.1
Australian Shepherd,22.1
Poodle (Standard),29.0
Labrador Retriever,32.1
English Cocker Spaniel,13.3
Basenji,10.2
German Shepherd Dog,35.7
German Shorthaired Pointer,24.2
Bulldog,18.8
Cavalier King Charles Spaniel,7.2
German Shepherd Dog,35.4
Poodle (Standard),24.1
Border Terrier,6.3
Boxer,18.8
Flat-Coated Retriever,28.9
Soft Coated Wheaten Terrier,15.2
Miniature American Shepherd,13.8
German Shepherd Dog,31.6
Flat-Coated Retriever,29.4
Basset Hound,23.3
German Wirehaired Pointer,29.9
Dachshund,8.0
Great Dane,64.2
Pembroke Welsh Corgi,13.1
Russell Terrier,5.5
German Shorthaired Pointer,27.3
Poodle (Standard),24.7
Keeshond,20.1
Chow Chow,29.5
Australian Shepherd,23.2
Cairn Terrier,6.1
German Shepherd Dog,35.5
Collie,25.0
Russell Terrier,5.1
Standard Schnauzer,17.7
Boxer,28.3
West Highland White Terrier,8.4
French Bulldog,12.7
Bulldog,20.6
Great Dane,67.3
German Shorthaired Pointer,26.5
Bouvier des Flandres,38.4
Bouvier des Flandres,36.3
German Shepherd Dog,28.9
Poodle (Toy),2.6
Shih Tzu,5.4
Cavalier King Charles Spaniel,6.9
Chinese Crested,4.2
Airedale Terrier,24.5
Dachshund,9.4
Bernese Mountain Dog,36.4
Staffordshire Bull Terrier,11.9
Coton de Tulear,5.3
German Shepherd Dog,29.5
Bulldog,19.7
Miniature Schnauzer,6.6
Beagle,11.4
French Bulldog,12.7
Chesapeake Bay Retriever,29.0
Poodle (Standard),21.8
German Shepherd Dog,29.4
Tibetan Terrier,12.3
German Shepherd Dog,33.4
English Springer Spaniel,20.7
Poodle (Miniature),5.5
Wirehaired Pointing Griffon,22.7
French Bulldog,12.7
Border Collie,16.3
Vizsla,24.7
Shih Tzu,6.5
Brittany,16.1
Nova Scotia Duck Tolling Retriever,18.9
Rhodesian Ridgeback,33.0
German Shepherd Dog,35.9
Newfoundland,58.8
Labrador Retriever,28.7
Rhodesian Ridgeback,35.4
Beagle,10.0
Havanese,5.4
Boston Terrier,9.0
Italian Greyhound,5.5
Pembroke Welsh Corgi,13.1
Poodle (Standard),25.5
Coton de Tulear,5.2
Anatolian Shepherd Dog,57.4
Labrador Retriever,29.6
Nova Scotia Duck Tolling Retriever,20.8
Dachshund,8.6
Rottweiler,46.5
Australian Shepherd,25.0
Scottish Terrier,8.6
Portuguese Water Dog,21.9
Golden Retriever,26.5
Wirehaired Pointing Griffon,24.8
Labrador Retriever,32.6
Golden Retriever,32.5
Border Terrier,6.5
Labrador Retriever,28.7
Poodle (Miniature),5.8
Shih Tzu,6.2
Wirehaired Pointing Griffon,23.4
Coton de Tulear,4.4
French Bulldog,12.7
Giant Schnauzer,38.2
Bernese Mountain Dog,42.2
English Cocker Spaniel,13.4
Cardigan Welsh Corgi,14.4
Old English Sheepdog,34.9
Poodle (Standard),29.4
Chinese Shar-Pei,25.0
Irish Wolfhound,52.1
Miniature American Shepherd,15.3
Bulldog,20.3
Havanese,4.9
Greater Swiss Mountain Dog,51.0
Lagotto Romagnolo,13.7
German Shepherd Dog,30.7
Shetland Sheepdog,9.0
Poodle (Standard),24.7
Rhodesian Ridgeback,34.9
Bullmastiff,51.0
Australian Shepherd,21.1
Chihuahua,2.7
Cavalier King Charles Spaniel,7.5
French Bulldog,12.7
Chihuahua,2.7
Shih Tzu,6.1
Brittany,16.7
German Shorthaired Pointer,21.1
Poodle (Standard),28.8
Italian Greyhound,4.7
Rottweiler,56.1
German Shorthaired Pointer,26.3
German Shepherd Dog,29.4
Soft Coated Wheaten Terrier,16.8
Golden Retriever,26.4
Belgian Malinois,24.2
Australian Shepherd,22.2
Rhodesian Ridgeback,34.3
Havanese,4.5
Great Dane,58.9
French Bulldog,12.7
Tibetan Terrier,11.7
Poodle (Miniature),5.5
Belgian Malinois,29.6
Golden Retriever,28.8
Cocker Spaniel,10.6
Poodle (Toy),2.0
Poodle (Toy),2.2
Lagotto Romagnolo,12.6
Cardigan Welsh Corgi,14.8
Havanese,4.5
Staffordshire Bull Terrier,13.3
Poodle (Standard),26.4
Brittany,15.1
Alaskan Malamute,36.6
Pug,7.2
Havanese,4.8
Samoyed,23.4
Boston Terrier,8.9
Italian Greyhound,4.6
Cavalier King Charles Spaniel,7.0
Belgian Malinois,28.5
Staffordshire Bull Terrier,14.2
Cavalier King Charles Spaniel,7.0
Chihuahua,2.7
Poodle (Miniature),5.9
Beagle,9.4
Pekingese,6.4
Miniature American Shepherd,10.6
Chihuahua,2.7
Australian Cattle Dog,18.8
Dachshund,11.4
Labrador Retriever,29.8
English Springer Spaniel,21.5
Boykin Spaniel,14.0
Poodle (Standard),23.2
Poodle (Toy),2.4
Flat-Coated Retriever,29.2
Russell Terrier,6.2
Coton de Tulear,4.5
Rhodesian Ridgeback,33.6
Bulldog,20.5
Poodle (Miniature),6.3
German Shepherd Dog,34.5
Beagle,8.4
Pembroke Welsh Corgi,13.2
Siberian Husky,22.4
Maltese,3.2
Tibetan Terrier,9.9
Whippet,16.1
Yorkshire Terrier,3.2
Old English Sheepdog,32.8
Soft Coated Wheaten Terrier,16.1
English Springer Spaniel,21.1
Maltese,3.2
Pug,7.7
Miniature American Shepherd,11.4
Labrador Retriever,32.7
Miniature Pinscher,4.1
Golden Retriever,29.4
Labrador Retriever,29.0
Pomeranian,2.5
Bichon Frise,6.3
Labrador Retriever,34.3
Miniature Schnauzer,7.2
Pug,6.8
Dachshund,10.5
Great Dane,66.0
Yorkshire Terrier,3.2
Beagle,10.0
Great Dane,61.9
Labrador Retriever,30.7
Basenji,10.4
Nova Scotia Duck Tolling Retriever,21.0
Chesapeake Bay Retriever,31.1
Brittany,14.8
Wirehaired Pointing Griffon,23.9
Australian Shepherd,25.3
Collie,25.4
French Bulldog,12.7
Brittany,16.4
Beagle,9.1
Australian Shepherd,24.9
Siberian Husky,22.6
Great Dane,66.0
Labrador Retriever,29.8
Poodle (Miniature),5.9
Pomeranian,2.7
German Shepherd Dog,32.8
Newfoundland,59.0
Boxer,25.4
Samoyed,24.4
Yorkshire Terrier,3.2
Maltese,3.2
Irish Setter,30.5
Doberman Pinscher,32.9
Boston Terrier,7.7
Staffordshire Bull Terrier,14.4
Bull Terrier,25.8
German Shepherd Dog,34.3
Australian Shepherd,23.8
Wirehaired Pointing Griffon,23.1
Beagle,9.8
Staffordshire Bull Terrier,14.2
West Highland White Terrier,8.5
German Wirehaired Pointer,28.8
French Bulldog,12.7
Great Dane,68.1
Rottweiler,50.0
Rottweiler,48.0
Anatolian Shepherd Dog,54.0
Dachshund,11.6
Chinese Shar-Pei,23.5
Boxer,23.0
Poodle (Toy),2.3
Portuguese Water Dog,19.7
Whippet,13.2
Labrador Retriever,33.0
Golden Retriever,27.8
Newfoundland,55.8
Brittany,15.4
Rhodesian Ridgeback,36.5
Australian Shepherd,22.4
Chinese Shar-Pei,24.4
Belgian Malinois,22.8
Russell Terrier,5.6
Cocker Spaniel,11.8
Australian Cattle Dog,19.7
German Shepherd Dog,33.1
Labrador Retriever,35.1
German Shepherd Dog,32.2
Scottish Terrier,9.1
Mastiff,73.9
Golden Retriever,27.7
Russell Terrier,5.4
Vizsla,25.8
Pekingese,6.4
Havanese,3.9
Russell Terrier,4.5
Golden Retriever,30.3
Labrador Retriever,32.8
Anatolian Shepherd Dog,53.2
Siberian Husky,21.0
Basenji,10.4
Labrador Retriever,32.0
Chihuahua,2.7
Great Dane,66.9
Bloodhound,40.6
Havanese,3.5
Saint Bernard,70.0
Bulldog,19.5
Golden Retriever,30.2
Dachshund,11.0
Bullmastiff,52.1
Saint Bernard,64.3
Australian Shepherd,22.9
Golden Retriever,28.7
Bernese Mountain Dog,43.4
Saint Bernard,71.0
English Springer Spaniel,19.9
Saint Bernard,67.8
English Setter,32.4
Australian Cattle Dog,20.5
Beagle,9.4
Bouvier des Flandres,37.4
Mastiff,75.9
Beagle,11.6
Poodle (Toy),2.0
Labrador Retriever,33.3
Dalmatian,22.9
Portuguese Water Dog,20.7
Poodle (Standard),25.3
Pomeranian,2.3
Pug,6.8
Basset Hound,23.9
Alaskan Malamute,35.4
Golden Retriever,29.1
Vizsla,23.5
Vizsla,22.5
Australian Shepherd,25.6
Papillon,3.4
Bullmastiff,56.9
Poodle (Miniature),5.2
Weimaraner,31.2
Poodle (Miniature),6.8
Dachshund,10.2
Norwegian Elkhound,22.3
German Shepherd Dog,39.4
Boston Terrier,8.4
German Shepherd Dog,28.9
German Shepherd Dog,31.0
German Shepherd Dog,29.5
Shetland Sheepdog,10.0
Brittany,16.7
Poodle (Standard),24.2
Labrador Retriever,32.3
Greater Swiss Mountain Dog,50.0
Lagotto Romagnolo,13.0
Weimaraner,28.7
Siberian Husky,18.4
French Bulldog,12.7
German Shepherd Dog,29.0
Rhodesian Ridgeback,33.2
Maltese,3.2
Mastiff,84.1
Vizsla,24.3
English Cocker Spaniel,13.7
Irish Setter,28.6
Chesapeake Bay Retriever,28.0
Chow Chow,24.8
American Staffordshire Terrier,20.6
French Bulldog,12.7
Pomeranian,1.8
Irish Setter,28.8
Bull Terrier,26.8
Miniature Schnauzer,5.7
Collie,27.8
Golden Retriever,29.4
Papillon,3.3
Bullmastiff,51.4
German Shepherd Dog,26.5
Pekingese,6.4
German Shepherd Dog,31.5
German Shorthaired Pointer,25.9
Miniature Schnauzer,7.9
German Wirehaired Pointer,28.6
English Cocker Spaniel,14.0
Australian Cattle Dog,18.6
Boston Terrier,9.9
Pomeranian,2.2
Pekingese,6.4
Miniature Schnauzer,7.2
Labrador Retriever,30.2
Boston Terrier,9.3
Great Dane,61.3
Australian Cattle Dog,21.7
Boston Terrier,8.0
Poodle (Miniature),5.9
Cocker Spaniel,10.9
Golden Retriever,31.5
Shih Tzu,6.4
Brittany,15.7
English Springer Spaniel,20.4
Soft Coated Wheaten Terrier,17.2
Pomeranian,2.1
Anatolian Shepherd Dog,46.9
German Shepherd Dog,32.4
Great Dane,66.8
Poodle (Standard),27.4
Pembroke Welsh Corgi,13.2
Greater Swiss Mountain Dog,46.6
Portuguese Water Dog,23.6
French Bulldog,12.7
Standard Schnauzer,20.8
Cavalier King Charles Spaniel,6.8
Airedale Terrier,24.1
Coton de Tulear,4.1
Bulldog,21.7
Doberman Pinscher,37.7
Greater Swiss Mountain Dog,56.3
Staffordshire Bull Terrier,13.6
German Shepherd Dog,29.3
Cairn Terrier,6.1
German Shepherd Dog,32.3
Lagotto Romagnolo,14.8
Golden Retriever,27.7
Rottweiler,50.4
German Shepherd Dog,34.9
Pug,7.1
Cairn Terrier,6.0
Dogue de Bordeaux,46.3
Doberman Pinscher,38.3
Cavalier King Charles Spaniel,7.8
Bouvier des Flandres,42.1
Border Collie,20.1
Irish Wolfhound,50.5
Australian Shepherd,22.2
Pomeranian,2.5
Anatolian Shepherd Dog,58.0
German Shorthaired Pointer,25.6
Cairn Terrier,6.2
Rottweiler,47.9
Labrador Retriever,30.0
Labrador Retriever,30.7
Rottweiler,44.5
Lagotto Romagnolo,11.8
Brussels Griffon,4.2
Pembroke Welsh Corgi,13.4
English Setter,31.7
Great Pyrenees,41.1
Great Dane,63.1
Brittany,16.2
Brittany,16.7
Rat Terrier,8.5
Yorkshire Terrier,3.2
Chinese Shar-Pei,24.1
Chow Chow,25.3
Shetland Sheepdog,10.7
Brittany,16.3
Poodle (Toy),2.4
Golden Retriever,30.6
Border Collie,21.1
Mastiff,70.8
Bulldog,21.2
Standard Schnauzer,17.4
Akita,37.8
Bulldog,20.8
Cocker Spaniel,10.7
Australian Cattle Dog,18.9
Shetland Sheepdog,9.3
Anatolian Shepherd Dog,44.5
Golden Retriever,31.1
Shetland Sheepdog,9.6
Greater Swiss Mountain Dog,48.6
Akita,43.8
Boston Terrier,6.9
Portuguese Water Dog,21.5
Pug,7.0
Lhasa Apso,6.7
French Bulldog,12.7
Labrador Retriever,30.3
Boykin Spaniel,14.1
Soft Coated Wheaten Terrier,16.0
Coton de Tulear,5.6
Samoyed,22.3
French Bulldog,12.7
Cavalier King Charles Spaniel,7.3
German Wirehaired Pointer,27.9
Golden Retriever,32.5
Labrador Retriever,32.8
Norwegian Elkhound,24.0
Pembroke Welsh Corgi,13.4
German Shepherd Dog,31.8
Chesapeake Bay Retriever,28.1
Bulldog,21.2
Poodle (Miniature),6.4
Great Dane,64.7
Chesapeake Bay Retriever,28.9
Golden Retriever,29.3
Yorkshire Terrier,3.2
Belgian Malinois,23.1
Beagle,10.0
Miniature American Shepherd,14.3
Airedale Terrier,27.5
Shih Tzu,5.2
Chinese Crested,4.5
English Cocker Spaniel,13.7
Boxer,20.4
Poodle (Miniature),6.0
Lagotto Romagnolo,12.3
German Shepherd Dog,34.6
Whippet,16.7
Beagle,8.8
Poodle (Toy),2.2
Poodle (Standard),23.5
Irish Wolfhound,51.2
Doberman Pinscher,40.5
Shih Tzu,6.1
Nova Scotia Duck Tolling Retriever,20.2
Labrador Retriever,32.6
West Highland White Terrier,7.6
Yorkshire Terrier,3.2
Lhasa Apso,6.6
Flat-Coated Retriever,29.3
Staffordshire Bull Terrier,14.0
Shih Tzu,6.4
Poodle (Miniature),6.4
Vizsla,25.5
Saint Bernard,62.7
Bullmastiff,57.0
Australian Cattle Dog,21.8
Pomeranian,2.8
Airedale Terrier,25.8
French Bulldog,12.7
Collie,28.7
Saint Bernard,69.3
Chesapeake Bay Retriever,30.1
Labrador Retriever,31.2
German Shepherd Dog,31.8
Labrador Retriever,31.3
Scottish Terrier,9.1
Rhodesian Ridgeback,34.2
Great Dane,60.3
German Shepherd Dog,28.6
German Shorthaired Pointer,22.6
Lagotto Romagnolo,14.1
Boxer,19.3
Chinese Shar-Pei,23.8
Cocker Spaniel,12.1
Poodle (Toy),2.3
Weimaraner,31.2
Irish Setter,29.0
Collie,25.3
Wirehaired Pointing Griffon,23.9
Great Pyrenees,41.0
Basset Hound,22.0
Australian Cattle Dog,19.0
Australian Shepherd,22.8
Cavalier King Charles Spaniel,7.0
Labrador Retriever,33.4
Miniature Pinscher,3.9
Labrador Retriever,30.4
West Highland White Terrier,8.4
Poodle (Standard),22.6
Labrador Retriever,29.2
Belgian Malinois,22.5
Chinese Shar-Pei,24.6
Airedale Terrier,25.8
Bull Terrier,26.8
Shih Tzu,4.3
Wirehaired Pointing Griffon,23.9
Pomeranian,2.1
Pug,7.2
Portuguese Water Dog,21.3
Russell Terrier,5.7
Cavalier King Charles Spaniel,6.8
Poodle (Miniature),6.5
Labrador Retriever,30.0
Irish Wolfhound,51.8
Cardigan Welsh Corgi,14.3
Great Dane,55.4
Cavalier King Charles Spaniel,7.1
Weimaraner,34.7
Old English Sheepdog,36.5
Labrador Retriever,29.3
Poodle (Toy),2.3
Pembroke Welsh Corgi,13.1
Yorkshire Terrier,3.2
Dalmatian,27.2
Nova Scotia Duck Tolling Retriever,19.7
Great Dane,66.8
Bichon Frise,7.5
Tibetan Terrier,10.6
Giant Schnauzer,30.9
Brittany,15.9
Labrador Retriever,31.9
Scottish Terrier,9.2
English Cocker Spaniel,13.5
Border Terrier,5.8
Brittany,16.1
Bulldog,19.7
Yorkshire Terrier,3.2
Staffordshire Bull Terrier,14.5
Havanese,4.2
Shih Tzu,5.7
Shiba Inu,8.7
Basenji,10.4
Beagle,10.0
Havanese,4.5
Dachshund,8.2
Shetland Sheepdog,8.2
Anatolian Shepherd Dog,54.0
Basset Hound,26.1
Labrador Retriever,33.2
Bernese Mountain Dog,47.0
Miniature Schnauzer,7.6
Great Dane,71.9
Golden Retriever,30.7
Newfoundland,59.8
Rottweiler,51.6
Irish Setter,28.6
Greater Swiss Mountain Dog,48.8
Mastiff,74.8
Pomeranian,2.1
Bulldog,19.6
Chow Chow,28.1
Great Dane,58.2
Labrador Retriever,27.4
Basset Hound,23.8
Shetland Sheepdog,9.9
Labrador Retriever,31.5
Basset Hound,22.0
Labrador Retriever,29.9
Soft Coated Wheaten Terrier,15.4
Golden Retriever,27.1
Siberian Husky,24.3
French Bulldog,12.7
English Setter,29.2
Miniature Pinscher,4.1
Norwegian Elkhound,23.5
